"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error
	"Columbus County, NC"	"37047"	Suppressed	56694	Suppressed	Suppressed	Suppressed	Suppressed
	"Craven County, NC"	"37049"	17	103451	Unreliable	9.6	26.3	4.0
	"Cumberland County, NC"	"37051"	52	323838	16.1	12.0	21.1	2.2
	"Currituck County, NC"	"37053"	Suppressed	25263	Suppressed	Suppressed	Suppressed	Suppressed
	"Dare County, NC"	"37055"	Suppressed	35663	Suppressed	Suppressed	Suppressed	Suppressed
	"Davidson County, NC"	"37057"	31	164622	18.8	12.8	26.7	3.4
	"Davie County, NC"	"37059"	Suppressed	41753	Suppressed	Suppressed	Suppressed	Suppressed
	"Duplin County, NC"	"37061"	Suppressed	59159	Suppressed	Suppressed	Suppressed	Suppressed
	"Durham County, NC"	"37063"	24	300952	8.0	5.1	11.9	1.6
	"Edgecombe County, NC"	"37065"	Suppressed	54150	Suppressed	Suppressed	Suppressed	Suppressed
	"Forsyth County, NC"	"37067"	44	369019	11.9	8.7	16.0	1.8
	"Franklin County, NC"	"37069"	10	63710	Unreliable	7.5	28.9	5.0
	"Gaston County, NC"	"37071"	41	213442	19.2	13.8	26.1	3.0
	"Gates County, NC"	"37073"	Suppressed	11431	Suppressed	Suppressed	Suppressed	Suppressed
	"Graham County, NC"	"37075"	Suppressed	8616	Suppressed	Suppressed	Suppressed	Suppressed
	"Granville County, NC"	"37077"	Suppressed	58674	Suppressed	Suppressed	Suppressed	Suppressed
	"Greene County, NC"	"37079"	Suppressed	21134	Suppressed	Suppressed	Suppressed	Suppressed
	"Guilford County, NC"	"37081"	71	517600	13.7	10.7	17.3	1.6
	"Halifax County, NC"	"37083"	Suppressed	52456	Suppressed	Suppressed	Suppressed	Suppressed
	"Harnett County, NC"	"37085"	23	128140	17.9	11.4	26.9	3.7
	"Haywood County, NC"	"37087"	Suppressed	59868	Suppressed	Suppressed	Suppressed	Suppressed
	"Henderson County, NC"	"37089"	32	112655	28.4	19.4	40.1	5.0
	"Hertford County, NC"	"37091"	Suppressed	24184	Suppressed	Suppressed	Suppressed	Suppressed
	"Hoke County, NC"	"37093"	Suppressed	52671	Suppressed	Suppressed	Suppressed	Suppressed
	"Hyde County, NC"	"37095"	Suppressed	5526	Suppressed	Suppressed	Suppressed	Suppressed
	"Iredell County, NC"	"37097"	22	169866	13.0	8.1	19.6	2.8
	"Jackson County, NC"	"37099"	Suppressed	41265	Suppressed	Suppressed	Suppressed	Suppressed
	"Johnston County, NC"	"37101"	22	185660	11.8	7.4	17.9	2.5
	"Jones County, NC"	"37103"	Suppressed	10013	Suppressed	Suppressed	Suppressed	Suppressed
	"Lee County, NC"	"37105"	12	59660	Unreliable	10.4	35.1	5.8
	"Lenoir County, NC"	"37107"	Suppressed	58106	Suppressed	Suppressed	Suppressed	Suppressed
	"Lincoln County, NC"	"37109"	Suppressed	81035	Suppressed	Suppressed	Suppressed	Suppressed
	"McDowell County, NC"	"37111"	10	44989	Unreliable	10.7	40.9	7.0
	"Macon County, NC"	"37113"	10	34201	Unreliable	14.0	53.8	9.2
	"Madison County, NC"	"37115"	Suppressed	21139	Suppressed	Suppressed	Suppressed	Suppressed
	"Martin County, NC"	"37117"	Suppressed	23357	Suppressed	Suppressed	Suppressed	Suppressed
	"Mecklenburg County, NC"	"37119"	108	1034070	10.4	8.5	12.4	1.0
	"Mitchell County, NC"	"37121"	Suppressed	15246	Suppressed	Suppressed	Suppressed	Suppressed
	"Montgomery County, NC"	"37123"	Suppressed	27548	Suppressed	Suppressed	Suppressed	Suppressed
	"Moore County, NC"	"37125"	12	94352	Unreliable	6.6	22.2	3.7
	"Nash County, NC"	"37127"	11	93919	Unreliable	5.8	21.0	3.5
	"New Hanover County, NC"	"37129"	28	220358	12.7	8.4	18.4	2.4
	"Northampton County, NC"	"37131"	Suppressed	20426	Suppressed	Suppressed	Suppressed	Suppressed
	"Onslow County, NC"	"37133"	35	186311	18.8	13.1	26.1	3.2
	"Orange County, NC"	"37135"	11	141354	Unreliable	3.9	13.9	2.3
	"Pamlico County, NC"	"37137"	Suppressed	12781	Suppressed	Suppressed	Suppressed	Suppressed
	"Pasquotank County, NC"	"37139"	Suppressed	39829	Suppressed	Suppressed	Suppressed	Suppressed
	"Pender County, NC"	"37141"	10	57611	Unreliable	8.3	31.9	5.5
	"Perquimans County, NC"	"37143"	Suppressed	13440	Suppressed	Suppressed	Suppressed	Suppressed
	"Person County, NC"	"37145"	Suppressed	39259	Suppressed	Suppressed	Suppressed	Suppressed
	"Pitt County, NC"	"37147"	20	175842	11.4	6.9	17.6	2.5
	"Polk County, NC"	"37149"	Suppressed	20366	Suppressed	Suppressed	Suppressed	Suppressed
	"Randolph County, NC"	"37151"	28	142799	19.6	13.0	28.3	3.7
	"Richmond County, NC"	"37153"	Suppressed	45437	Suppressed	Suppressed	Suppressed	Suppressed
	"Robeson County, NC"	"37155"	21	134197	15.6	9.7	23.9	3.4
	"Rockingham County, NC"	"37157"	17	91758	Unreliable	10.8	29.7	4.5
	"Rowan County, NC"	"37159"	27	139142	19.4	12.8	28.2	3.7
	"Rutherford County, NC"	"37161"	18	66390	Unreliable	16.1	42.8	6.4
	"Sampson County, NC"	"37163"	Suppressed	63724	Suppressed	Suppressed	Suppressed	Suppressed
	"Scotland County, NC"	"37165"	Suppressed	35509	Suppressed	Suppressed	Suppressed	Suppressed
	"Stanly County, NC"	"37167"	13	60714	Unreliable	11.4	36.6	5.9
	"Stokes County, NC"	"37169"	15	46351	Unreliable	18.1	53.4	8.4
	"Surry County, NC"	"37171"	18	72743	Unreliable	14.7	39.1	5.8
	"Swain County, NC"	"37173"	Suppressed	14434	Suppressed	Suppressed	Suppressed	Suppressed
	"Transylvania County, NC"	"37175"	Suppressed	33211	Suppressed	Suppressed	Suppressed	Suppressed
	"Tyrrell County, NC"	"37177"	Suppressed	4070	Suppressed	Suppressed	Suppressed	Suppressed
	"Union County, NC"	"37179"	20	222742	9.0	5.5	13.9	2.0
	"Vance County, NC"	"37181"	11	44568	Unreliable	12.3	44.2	7.4
	"Wake County, NC"	"37183"	92	1024198	9.0	7.2	11.0	0.9
	"Warren County, NC"	"37185"	Suppressed	20155	Suppressed	Suppressed	Suppressed	Suppressed
	"Washington County, NC"	"37187"	Suppressed	12385	Suppressed	Suppressed	Suppressed	Suppressed
	"Watauga County, NC"	"37189"	Suppressed	52906	Suppressed	Suppressed	Suppressed	Suppressed
	"Wayne County, NC"	"37191"	16	124132	Unreliable	7.4	20.9	3.2
	"Wilkes County, NC"	"37193"	14	68502	Unreliable	11.2	34.3	5.5
	"Wilson County, NC"	"37195"	12	81714	Unreliable	7.6	25.7	4.2
	"Yadkin County, NC"	"37197"	Suppressed	37585	Suppressed	Suppressed	Suppressed	Suppressed
	"Yancey County, NC"	"37199"	Suppressed	17587	Suppressed	Suppressed	Suppressed	Suppressed
	"Adams County, ND"	"38001"	Suppressed	2359	Suppressed	Suppressed	Suppressed	Suppressed
	"Barnes County, ND"	"38003"	Suppressed	11099	Suppressed	Suppressed	Suppressed	Suppressed
	"Benson County, ND"	"38005"	Suppressed	6753	Suppressed	Suppressed	Suppressed	Suppressed
	"Billings County, ND"	"38007"	Suppressed	936	Suppressed	Suppressed	Suppressed	Suppressed
	"Bottineau County, ND"	"38009"	Suppressed	6716	Suppressed	Suppressed	Suppressed	Suppressed
	"Bowman County, ND"	"38011"	Suppressed	3294	Suppressed	Suppressed	Suppressed	Suppressed
	"Burke County, ND"	"38013"	Suppressed	2308	Suppressed	Suppressed	Suppressed	Suppressed
	"Burleigh County, ND"	"38015"	16	92991	Unreliable	9.8	27.9	4.3
	"Cass County, ND"	"38017"	20	171512	11.7	7.1	18.0	2.6
	"Cavalier County, ND"	"38019"	Suppressed	3828	Suppressed	Suppressed	Suppressed	Suppressed
	"Dickey County, ND"	"38021"	Suppressed	5104	Suppressed	Suppressed	Suppressed	Suppressed
	"Divide County, ND"	"38023"	Suppressed	2450	Suppressed	Suppressed	Suppressed	Suppressed
	"Dunn County, ND"	"38025"	Suppressed	4646	Suppressed	Suppressed	Suppressed	Suppressed
	"Eddy County, ND"	"38027"	Suppressed	2365	Suppressed	Suppressed	Suppressed	Suppressed
	"Emmons County, ND"	"38029"	Suppressed	3402	Suppressed	Suppressed	Suppressed	Suppressed
	"Foster County, ND"	"38031"	Suppressed	3356	Suppressed	Suppressed	Suppressed	Suppressed
	"Golden Valley County, ND"	"38033"	Suppressed	1845	Suppressed	Suppressed	Suppressed	Suppressed
	"Grand Forks County, ND"	"38035"	10	70916	Unreliable	6.8	25.9	4.5
	"Grant County, ND"	"38037"	Suppressed	2388	Suppressed	Suppressed	Suppressed	Suppressed
	"Griggs County, ND"	"38039"	Suppressed	2314	Suppressed	Suppressed	Suppressed	Suppressed
	"Hettinger County, ND"	"38041"	Suppressed	2704	Suppressed	Suppressed	Suppressed	Suppressed
	"Kidder County, ND"	"38043"	Suppressed	2417	Suppressed	Suppressed	Suppressed	Suppressed
	"LaMoure County, ND"	"38045"	Suppressed	4125	Suppressed	Suppressed	Suppressed	Suppressed
	"Logan County, ND"	"38047"	Suppressed	1935	Suppressed	Suppressed	Suppressed	Suppressed
	"McHenry County, ND"	"38049"	Suppressed	5968	Suppressed	Suppressed	Suppressed	Suppressed
	"McIntosh County, ND"	"38051"	Suppressed	2759	Suppressed	Suppressed	Suppressed	Suppressed
	"McKenzie County, ND"	"38053"	Suppressed	12826	Suppressed	Suppressed	Suppressed	Suppressed
	"McLean County, ND"	"38055"	Suppressed	9744	Suppressed	Suppressed	Suppressed	Suppressed
	"Mercer County, ND"	"38057"	Suppressed	8853	Suppressed	Suppressed	Suppressed	Suppressed
	"Morton County, ND"	"38059"	Suppressed	30310	Suppressed	Suppressed	Suppressed	Suppressed
	"Mountrail County, ND"	"38061"	Suppressed	10331	Suppressed	Suppressed	Suppressed	Suppressed
	"Nelson County, ND"	"38063"	Suppressed	2968	Suppressed	Suppressed	Suppressed	Suppressed
	"Oliver County, ND"	"38065"	Suppressed	1846	Suppressed	Suppressed	Suppressed	Suppressed
	"Pembina County, ND"	"38067"	Suppressed	7091	Suppressed	Suppressed	Suppressed	Suppressed
	"Pierce County, ND"	"38069"	Suppressed	4312	Suppressed	Suppressed	Suppressed	Suppressed
	"Ramsey County, ND"	"38071"	Suppressed	11630	Suppressed	Suppressed	Suppressed	Suppressed
	"Ransom County, ND"	"38073"	Suppressed	5448	Suppressed	Suppressed	Suppressed	Suppressed
	"Renville County, ND"	"38075"	Suppressed	2571	Suppressed	Suppressed	Suppressed	Suppressed
	"Richland County, ND"	"38077"	Suppressed	16402	Suppressed	Suppressed	Suppressed	Suppressed
	"Rolette County, ND"	"38079"	Suppressed	14649	Suppressed	Suppressed	Suppressed	Suppressed
	"Sargent County, ND"	"38081"	Suppressed	3876	Suppressed	Suppressed	Suppressed	Suppressed
	"Sheridan County, ND"	"38083"	Suppressed	1310	Suppressed	Suppressed	Suppressed	Suppressed
	"Sioux County, ND"	"38085"	Suppressed	4370	Suppressed	Suppressed	Suppressed	Suppressed
	"Slope County, ND"	"38087"	Suppressed	767	Suppressed	Suppressed	Suppressed	Suppressed
	"Stark County, ND"	"38089"	Suppressed	32154	Suppressed	Suppressed	Suppressed	Suppressed
	"Steele County, ND"	"38091"	Suppressed	1956	Suppressed	Suppressed	Suppressed	Suppressed
	"Stutsman County, ND"	"38093"	Suppressed	21103	Suppressed	Suppressed	Suppressed	Suppressed
	"Towner County, ND"	"38095"	Suppressed	2272	Suppressed	Suppressed	Suppressed	Suppressed
	"Traill County, ND"	"38097"	Suppressed	8014	Suppressed	Suppressed	Suppressed	Suppressed
	"Walsh County, ND"	"38099"	Suppressed	10897	Suppressed	Suppressed	Suppressed	Suppressed
	"Ward County, ND"	"38101"	11	71275	Unreliable	7.7	27.6	4.7
	"Wells County, ND"	"38103"	Suppressed	4168	Suppressed	Suppressed	Suppressed	Suppressed
	"Williams County, ND"	"38105"	Suppressed	35294	Suppressed	Suppressed	Suppressed	Suppressed
	"Adams County, OH"	"39001"	Suppressed	28024	Suppressed	Suppressed	Suppressed	Suppressed
	"Allen County, OH"	"39003"	18	104425	Unreliable	10.2	27.2	4.1
	"Ashland County, OH"	"39005"	Suppressed	53213	Suppressed	Suppressed	Suppressed	Suppressed
	"Ashtabula County, OH"	"39007"	19	98632	Unreliable	11.6	30.1	4.4
	"Athens County, OH"	"39009"	Suppressed	65886	Suppressed	Suppressed	Suppressed	Suppressed
	"Auglaize County, OH"	"39011"	Suppressed	45876	Suppressed	Suppressed	Suppressed	Suppressed
	"Belmont County, OH"	"39013"	Suppressed	69154	Suppressed	Suppressed	Suppressed	Suppressed
	"Brown County, OH"	"39015"	Suppressed	43839	Suppressed	Suppressed	Suppressed	Suppressed
	"Butler County, OH"	"39017"	46	376353	12.2	8.9	16.3	1.8
	"Carroll County, OH"	"39019"	Suppressed	27811	Suppressed	Suppressed	Suppressed	Suppressed
	"Champaign County, OH"	"39021"	10	38987	Unreliable	12.3	47.2	8.1
	"Clark County, OH"	"39023"	22	135959	16.2	10.1	24.5	3.4
	"Clermont County, OH"	"39025"	18	201973	Unreliable	5.3	14.1	2.1
	"Clinton County, OH"	"39027"	Suppressed	41917	Suppressed	Suppressed	Suppressed	Suppressed
	"Columbiana County, OH"	"39029"	20	104806	19.1	11.7	29.5	4.3
	"Coshocton County, OH"	"39031"	Suppressed	36569	Suppressed	Suppressed	Suppressed	Suppressed
	"Crawford County, OH"	"39033"	Suppressed	42306	Suppressed	Suppressed	Suppressed	Suppressed
	"Cuyahoga County, OH"	"39035"	153	1255921	12.2	10.3	14.1	1.0
	"Darke County, OH"	"39037"	13	52076	Unreliable	13.3	42.7	6.9
	"Defiance County, OH"	"39039"	Suppressed	38352	Suppressed	Suppressed	Suppressed	Suppressed
	"Delaware County, OH"	"39041"	15	193013	Unreliable	4.3	12.8	2.0
	"Erie County, OH"	"39043"	Suppressed	75550	Suppressed	Suppressed	Suppressed	Suppressed
	"Fairfield County, OH"	"39045"	14	151408	Unreliable	5.1	15.5	2.5
	"Fayette County, OH"	"39047"	Suppressed	28679	Suppressed	Suppressed	Suppressed	Suppressed
	"Franklin County, OH"	"39049"	159	1251722	12.7	10.7	14.7	1.0
	"Fulton County, OH"	"39051"	Suppressed	42537	Suppressed	Suppressed	Suppressed	Suppressed
	"Gallia County, OH"	"39053"	Suppressed	30142	Suppressed	Suppressed	Suppressed	Suppressed
	"Geauga County, OH"	"39055"	12	94102	Unreliable	6.6	22.3	3.7
	"Greene County, OH"	"39057"	31	164427	18.9	12.8	26.8	3.4
	"Guernsey County, OH"	"39059"	10	39258	Unreliable	12.2	46.8	8.1
	"Hamilton County, OH"	"39061"	95	807598	11.8	9.5	14.4	1.2
	"Hancock County, OH"	"39063"	Suppressed	75573	Suppressed	Suppressed	Suppressed	Suppressed
	"Hardin County, OH"	"39065"	Suppressed	31682	Suppressed	Suppressed	Suppressed	Suppressed
	"Harrison County, OH"	"39067"	Suppressed	15450	Suppressed	Suppressed	Suppressed	Suppressed
	"Henry County, OH"	"39069"	Suppressed	27816	Suppressed	Suppressed	Suppressed	Suppressed
	"Highland County, OH"	"39071"	Suppressed	43026	Suppressed	Suppressed	Suppressed	Suppressed
	"Hocking County, OH"	"39073"	Suppressed	28491	Suppressed	Suppressed	Suppressed	Suppressed
	"Holmes County, OH"	"39075"	Suppressed	43909	Suppressed	Suppressed	Suppressed	Suppressed
	"Huron County, OH"	"39077"	Suppressed	58469	Suppressed	Suppressed	Suppressed	Suppressed
	"Jackson County, OH"	"39079"	Suppressed	32596	Suppressed	Suppressed	Suppressed	Suppressed
	"Jefferson County, OH"	"39081"	Suppressed	67347	Suppressed	Suppressed	Suppressed	Suppressed
	"Knox County, OH"	"39083"	Suppressed	61061	Suppressed	Suppressed	Suppressed	Suppressed
	"Lake County, OH"	"39085"	31	229245	13.5	9.2	19.2	2.4
	"Lawrence County, OH"	"39087"	15	61109	Unreliable	13.7	40.5	6.3
	"Licking County, OH"	"39089"	32	170570	18.8	12.8	26.5	3.3
	"Logan County, OH"	"39091"	11	45386	Unreliable	12.1	43.4	7.3
	"Lorain County, OH"	"39093"	47	305147	15.4	11.3	20.5	2.2
	"Lucas County, OH"	"39095"	56	433689	12.9	9.8	16.8	1.7
	"Madison County, OH"	"39097"	10	44094	Unreliable	10.9	41.7	7.2
	"Mahoning County, OH"	"39099"	36	231900	15.5	10.9	21.5	2.6
	"Marion County, OH"	"39101"	14	65355	Unreliable	11.7	35.9	5.7
	"Medina County, OH"	"39103"	28	176395	15.9	10.5	22.9	3.0
	"Meigs County, OH"	"39105"	Suppressed	23257	Suppressed	Suppressed	Suppressed	Suppressed
	"Mercer County, OH"	"39107"	Suppressed	40968	Suppressed	Suppressed	Suppressed	Suppressed
	"Miami County, OH"	"39109"	19	104224	Unreliable	11.0	28.5	4.2
	"Monroe County, OH"	"39111"	Suppressed	14409	Suppressed	Suppressed	Suppressed	Suppressed
	"Montgomery County, OH"	"39113"	80	532258	15.0	11.9	18.7	1.7
	"Morgan County, OH"	"39115"	Suppressed	14777	Suppressed	Suppressed	Suppressed	Suppressed
	"Morrow County, OH"	"39117"	Suppressed	35074	Suppressed	Suppressed	Suppressed	Suppressed
	"Muskingum County, OH"	"39119"	16	86290	Unreliable	10.6	30.1	4.6
	"Noble County, OH"	"39121"	Suppressed	14326	Suppressed	Suppressed	Suppressed	Suppressed
	"Ottawa County, OH"	"39123"	Suppressed	40877	Suppressed	Suppressed	Suppressed	Suppressed
	"Paulding County, OH"	"39125"	Suppressed	18976	Suppressed	Suppressed	Suppressed	Suppressed
	"Perry County, OH"	"39127"	Suppressed	35985	Suppressed	Suppressed	Suppressed	Suppressed
	"Pickaway County, OH"	"39129"	Suppressed	56998	Suppressed	Suppressed	Suppressed	Suppressed
	"Pike County, OH"	"39131"	Suppressed	28217	Suppressed	Suppressed	Suppressed	Suppressed
	"Portage County, OH"	"39133"	23	162275	14.2	9.0	21.3	3.0
	"Preble County, OH"	"39135"	Suppressed	41329	Suppressed	Suppressed	Suppressed	Suppressed
	"Putnam County, OH"	"39137"	Suppressed	34042	Suppressed	Suppressed	Suppressed	Suppressed
	"Richland County, OH"	"39139"	28	121707	23.0	15.3	33.3	4.3
	"Ross County, OH"	"39141"	12	77170	Unreliable	8.0	27.2	4.5
	"Sandusky County, OH"	"39143"	Suppressed	59679	Suppressed	Suppressed	Suppressed	Suppressed
	"Scioto County, OH"	"39145"	Suppressed	76825	Suppressed	Suppressed	Suppressed	Suppressed
	"Seneca County, OH"	"39147"	11	55610	Unreliable	9.9	35.4	6.0
	"Shelby County, OH"	"39149"	Suppressed	48901	Suppressed	Suppressed	Suppressed	Suppressed
	"Stark County, OH"	"39151"	66	375165	17.6	13.6	22.4	2.2
	"Summit County, OH"	"39153"	108	541968	19.9	16.2	23.7	1.9
	"Trumbull County, OH"	"39155"	38	203751	18.7	13.2	25.6	3.0
	"Tuscarawas County, OH"	"39157"	15	92916	Unreliable	9.0	26.6	4.2
	"Union County, OH"	"39159"	Suppressed	54277	Suppressed	Suppressed	Suppressed	Suppressed
	"Van Wert County, OH"	"39161"	Suppressed	28562	Suppressed	Suppressed	Suppressed	Suppressed
	"Vinton County, OH"	"39163"	Suppressed	13048	Suppressed	Suppressed	Suppressed	Suppressed
	"Warren County, OH"	"39165"	22	224469	9.8	6.1	14.8	2.1
	"Washington County, OH"	"39167"	Suppressed	61112	Suppressed	Suppressed	Suppressed	Suppressed
	"Wayne County, OH"	"39169"	12	116063	Unreliable	5.3	18.1	3.0
	"Williams County, OH"	"39171"	Suppressed	37120	Suppressed	Suppressed	Suppressed	Suppressed
	"Wood County, OH"	"39173"	17	129730	Unreliable	7.6	21.0	3.2
	"Wyandot County, OH"	"39175"	Suppressed	22243	Suppressed	Suppressed	Suppressed	Suppressed
	"Adair County, OK"	"40001"	Suppressed	22004	Suppressed	Suppressed	Suppressed	Suppressed
	"Alfalfa County, OK"	"40003"	Suppressed	5868	Suppressed	Suppressed	Suppressed	Suppressed
	"Atoka County, OK"	"40005"	Suppressed	13793	Suppressed	Suppressed	Suppressed	Suppressed
	"Beaver County, OK"	"40007"	Suppressed	5427	Suppressed	Suppressed	Suppressed	Suppressed
	"Beckham County, OK"	"40009"	Suppressed	23768	Suppressed	Suppressed	Suppressed	Suppressed
	"Blaine County, OK"	"40011"	Suppressed	9833	Suppressed	Suppressed	Suppressed	Suppressed
	"Bryan County, OK"	"40013"	11	44884	Unreliable	12.2	43.9	7.4
	"Caddo County, OK"	"40015"	Suppressed	29343	Suppressed	Suppressed	Suppressed	Suppressed
	"Canadian County, OK"	"40017"	30	133378	22.5	15.2	32.1	4.1
	"Carter County, OK"	"40019"	12	48689	Unreliable	12.7	43.1	7.1
	"Cherokee County, OK"	"40021"	11	48447	Unreliable	11.3	40.6	6.8
	"Choctaw County, OK"	"40023"	Suppressed	14997	Suppressed	Suppressed	Suppressed	Suppressed
	"Cimarron County, OK"	"40025"	Suppressed	2216	Suppressed	Suppressed	Suppressed	Suppressed
	"Cleveland County, OK"	"40027"	46	274458	16.8	12.3	22.4	2.5
	"Coal County, OK"	"40029"	Suppressed	5651	Suppressed	Suppressed	Suppressed	Suppressed
	"Comanche County, OK"	"40031"	15	124648	Unreliable	6.7	19.8	3.1
	"Cotton County, OK"	"40033"	Suppressed	5996	Suppressed	Suppressed	Suppressed	Suppressed
	"Craig County, OK"	"40035"	Suppressed	14818	Suppressed	Suppressed	Suppressed	Suppressed
	"Creek County, OK"	"40037"	24	70892	33.9	21.7	50.4	6.9
	"Custer County, OK"	"40039"	Suppressed	29744	Suppressed	Suppressed	Suppressed	Suppressed
	"Delaware County, OK"	"40041"	15	41459	Unreliable	20.2	59.7	9.3
	"Dewey County, OK"	"40043"	Suppressed	4995	Suppressed	Suppressed	Suppressed	Suppressed
	"Ellis County, OK"	"40045"	Suppressed	4231	Suppressed	Suppressed	Suppressed	Suppressed
	"Garfield County, OK"	"40047"	11	63569	Unreliable	8.6	31.0	5.2
	"Garvin County, OK"	"40049"	Suppressed	27755	Suppressed	Suppressed	Suppressed	Suppressed
	"Grady County, OK"	"40051"	16	54648	Unreliable	16.7	47.5	7.3
	"Grant County, OK"	"40053"	Suppressed	4523	Suppressed	Suppressed	Suppressed	Suppressed
	"Greer County, OK"	"40055"	Suppressed	6070	Suppressed	Suppressed	Suppressed	Suppressed
	"Harmon County, OK"	"40057"	Suppressed	2788	Suppressed	Suppressed	Suppressed	Suppressed
	"Harper County, OK"	"40059"	Suppressed	3754	Suppressed	Suppressed	Suppressed	Suppressed
	"Haskell County, OK"	"40061"	Suppressed	12845	Suppressed	Suppressed	Suppressed	Suppressed
	"Hughes County, OK"	"40063"	Suppressed	13735	Suppressed	Suppressed	Suppressed	Suppressed
	"Jackson County, OK"	"40065"	Suppressed	25574	Suppressed	Suppressed	Suppressed	Suppressed
	"Jefferson County, OK"	"40067"	Suppressed	6276	Suppressed	Suppressed	Suppressed	Suppressed
	"Johnston County, OK"	"40069"	Suppressed	10980	Suppressed	Suppressed	Suppressed	Suppressed
	"Kay County, OK"	"40071"	Suppressed	45366	Suppressed	Suppressed	Suppressed	Suppressed
	"Kingfisher County, OK"	"40073"	Suppressed	15584	Suppressed	Suppressed	Suppressed	Suppressed
	"Kiowa County, OK"	"40075"	Suppressed	9144	Suppressed	Suppressed	Suppressed	Suppressed
